Name,Type,Build,Dir,minArea,maxArea,representativeArea,floorAreaRatio,minDeal,maxDeal,medianDeal,minLease,maxLease,medianLease,minDealUnit,maxDealUnit,medianDealUnit,minLeaseUnit,maxLeaseUnit,medianLeaseUnit,Lat,Lon,BUS,METRO,INFANT,PRESCHOOL,HOSPITAL,PARKING,MART,CONVENIENCE,WASHING,BANK,OFFICE,PRI_SCHOOL,PUB_SCHOOL
대림역삼,APT,199710,EE,78.01,111.09,78.0,325,17.0,21.0,17.0,6.5,10.0,6.58,5778.0,7205.0,7205.0,2651.0,3391.0,2789.0,37.49632,127.04647,20,0,17,1,4,12,2,6,16,43,8,0,2
이지마루역삼,OPST,201811,EE,55.57,58.74,55.0,520,4.3,5.0,4.3,,,,2585.0,2850.0,2585.0,,,,37.502274,127.03912,14,1,14,0,4,72,1,26,12,113,18,0,1
베르사이유,APT,200311,EE,127.76,127.76,127.0,149,19.0,20.0,19.0,,,,4946.0,5206.0,4946.0,,,,37.499391,127.039588,17,1,16,1,4,62,1,26,10,115,18,0,2
상지리츠빌역삼2차,APT,200612,EE,152.25,152.25,152.0,249,25.0,25.0,25.0,12.9,14.5,14.5,5437.0,5437.0,5437.0,2806.0,3154.0,3154.0,37.496752,127.04643,20,0,17,1,4,12,2,7,15,44,10,0,2
리에바움,OPST,202010,EE,30.23,52.73,50.0,716,2.5,5.3,4.5,3.95,4.5,4.0,2755.0,3576.0,2975.0,2645.0,3036.0,2645.0,37.50464,127.044105,7,2,10,0,4,51,0,17,10,73,9,0,1
동부센트레빌,APT,199804,EE,77.83,110.66,78.0,350,19.5,19.8,19.8,9.0,11.5,9.0,8264.0,8392.0,8392.0,3306.0,3864.0,3814.0,37.50256,127.049364,17,2,14,0,4,54,1,22,11,64,7,0,1
목화밀라트,OPST,200408,EE,51.78,58.52,58.0,978,3.0,3.25,3.2,,,,1710.0,1945.0,1824.0,,,,37.498939,127.029506,34,2,12,1,4,111,1,27,12,128,14,0,2
K타워,OPST,201404,EE,39.66,41.24,41.0,732,1.7,2.3,2.15,2.0,2.2,2.0,1441.0,1854.0,1734.0,1613.0,1774.0,1613.0,37.50452,127.044352,7,2,10,0,4,52,0,17,10,73,9,0,1
역삼현대벤쳐텔,OPST,200106,EE,69.32,141.47,86.0,1092,2.3,5.3,2.8,,,,1026.0,1243.0,1076.0,,,,37.501675,127.035668,10,1,12,0,4,78,1,19,10,108,18,0,0
진넥스빌2(주상복합),APT,200304,EE,33.29,42.62,33.0,545,2.05,3.5,2.1,,,,2054.0,2755.0,2104.0,,,,37.501779,127.044005,15,0,15,1,4,58,1,20,12,102,10,0,1
역삼역센트럴푸르지오시티,OPST,201904,EE,42.37,94.79,42.0,792,2.0,6.2,2.29,1.86,2.3,2.07,1574.0,2180.0,1802.0,1464.0,1810.0,1629.0,37.500804,127.040565,20,1,15,0,4,66,1,24,12,109,18,0,1
역삼이스타빌,OPST,201103,EE,78.87,189.53,78.0,297,3.7,14.5,3.75,,,,1568.0,2536.0,1589.0,,,,37.493608,127.043202,16,0,8,1,4,16,1,7,11,28,10,0,3
역삼우정에쉐르1(주상복합),APT,200406,EE,55.3,84.03,84.0,548,7.5,9.95,9.15,6.3,7.05,6.5,3345.0,4699.0,3601.0,2519.0,3108.0,2558.0,37.496376,127.030104,30,2,8,1,4,103,1,26,14,122,14,0,2
SK허브젠,OPST,200508,EE,90.16,96.37,90.0,649,6.5,6.8,6.5,4.3,4.5,4.4,2238.0,2388.0,2388.0,1481.0,1653.0,1616.0,37.493689,127.030965,16,1,7,1,4,53,2,13,14,85,13,0,2
역삼푸르지오시티,OPST,201603,EE,49.84,70.88,49.0,799,2.3,4.4,2.54,3.0,3.0,,1552.0,2238.0,1714.0,1526.0,1526.0,,37.498204,127.03364,18,1,15,1,4,103,3,21,19,150,18,0,2
비엘106,OPST,201805,EE,44.6,69.23,59.0,799,2.75,5.8,4.0,2.5,3.5,3.5,2066.0,2810.0,2241.0,1878.0,1961.0,1961.0,37.492995,127.030946,14,1,7,1,4,47,2,11,9,73,13,0,2
탑팰리스,APT,200412,EE,93.62,93.62,93.0,249,13.5,13.5,13.5,7.0,7.0,7.0,4799.0,4799.0,4799.0,2488.0,2488.0,2488.0,37.499575,127.041146,18,1,17,1,4,55,1,17,11,109,17,0,1
아남타워현대,OPST,200002,EE,78.02,101.94,78.0,1045,2.79,5.0,2.85,,,,1182.0,1637.0,1206.0,,,,37.503749,127.04478,12,2,14,0,4,56,0,19,13,75,9,0,1
디오빌역삼,OPST,200206,EE,70.23,160.96,70.0,966,2.3,9.7,2.52,4.5,4.5,,1086.0,2149.0,1192.0,1282.0,1282.0,,37.501463,127.042898,15,0,15,1,4,55,1,22,13,104,17,0,1
역삼마에스트로,OPST,201209,EE,36.5,57.61,36.0,587,1.65,3.1,1.8,1.5,1.53,1.53,1450.0,1928.0,1653.0,1377.0,1405.0,1405.0,37.503242,127.040104,11,1,13,0,4,56,1,24,10,100,18,0,1
강남역이스턴(도시형),APT,201406,EE,23,23.77,23.0,687,1.84,2.0,1.85,1.62,1.85,1.85,2645.0,2875.0,2659.0,2328.0,2659.0,2659.0,37.498557,127.033503,18,1,15,1,4,104,2,23,19,152,18,0,2
한양럭스,APT,200309,EE,62.31,157.28,66.0,242,4.5,13.0,5.5,2.6,3.5,2.6,2399.0,2883.0,2755.0,1302.0,1866.0,1302.0,37.50427,127.034583,11,1,9,0,4,45,1,11,9,92,17,0,0
메이플라워멤버스빌,OPST,200605,EE,40.38,45.79,40.0,707,1.4,1.55,1.45,1.4,1.5,1.4,1102.0,1281.0,1194.0,1102.0,1157.0,1157.0,37.49872,127.034666,19,1,13,1,4,89,4,25,17,136,18,0,2
강남서해그랑블(주상복합),APT,201208,EE,77.84,113.16,94.0,370,8.8,15.0,9.0,6.8,7.9,,3165.0,4768.0,3165.0,2234.0,2630.0,,37.493134,127.039216,9,0,7,2,4,18,2,9,13,36,16,0,1
대명벨리온(도시형),APT,201202,EE,22.71,46.69,27.0,248,2.0,2.6,2.05,1.9,2.0,1.9,1868.0,3005.0,2510.0,2326.0,3005.0,2326.0,37.497964,127.039165,18,1,12,1,4,58,3,18,18,114,17,0,2
역삼아르누보씨티,OPST,200805,EE,51.85,51.85,51.0,798,2.1,2.85,2.33,,,,1361.0,1847.0,1507.0,,,,37.503418,127.042839,9,0,11,0,4,56,0,24,13,101,12,0,1
이지마루역삼(주상복합),APT,201811,EE,31.96,34.71,31.0,520,4.7,5.0,4.9,3.75,3.75,3.75,4764.0,5332.0,5225.0,3995.0,3995.0,3995.0,37.502269,127.039118,14,1,14,0,4,72,1,26,12,113,18,0,1
로얄팰리스,APT,200312,EE,152.45,152.45,152.0,287,20.0,20.0,20.0,,,,4350.0,4350.0,4350.0,,,,37.502664,127.031086,23,0,10,0,4,88,0,6,7,124,17,0,1
상지리츠빌,APT,200406,EE,180.55,180.55,180.0,298,25.0,26.5,25.0,,,,4591.0,4867.0,4591.0,,,,37.496685,127.045933,21,0,17,1,4,11,2,6,16,47,10,0,2
역삼우정에쉐르3(주상복합),APT,200412,EE,47.24,75.3,47.0,548,6.5,10.0,6.55,4.2,4.2,4.2,4408.0,4642.0,4607.0,2954.0,2954.0,2954.0,37.502464,127.045249,15,2,15,0,4,58,1,16,12,83,9,0,1
개나리푸르지오,APT,200608,EE,79.81,184.22,184.0,275,32.0,39.0,37.0,10.7,19.0,18.0,6558.0,10008.0,6648.0,3234.0,4812.0,3234.0,37.499871,127.049987,16,0,16,1,4,22,2,6,9,59,7,0,2
더클래스(도시형),APT,202201,EE,69.74,69.74,69.0,199,6.59,6.59,6.59,,,,3157.0,3157.0,3157.0,,,,37.497197,127.036502,16,1,10,1,4,66,3,22,20,122,18,0,1
스톤엘리시온역삼,OPST,202101,EE,56.43,88.91,78.0,289,3.85,6.0,6.0,,,,2254.0,2543.0,2543.0,,,,37.495214,127.039293,10,0,8,2,4,33,2,12,17,76,17,0,1
스톤엘리시온역삼,APT,202101,EE,26.14,39.71,34.0,289,4.35,6.0,5.8,,,,5086.0,5639.0,5639.0,,,,37.495214,127.03929,10,0,8,2,4,33,2,12,17,76,17,0,1
뉴엠,APT,200202,EE,165.19,251.31,165.0,259,20.0,30.0,20.0,,,,3951.0,4007.0,4007.0,,,,37.500288,127.029313,34,2,11,0,4,104,0,19,11,132,14,0,2
엠코스퀘어720,OPST,201110,EE,50.87,107.92,53.0,559,2.38,7.9,2.4,,,,1497.0,2441.0,1497.0,,,,37.50132,127.041927,17,1,14,1,4,60,1,25,12,108,17,0,1
역삼아르누보씨티(생활숙박시설),OPST,200805,EE,51.85,116.73,51.0,798,2.2,5.7,2.2,,,,1426.0,1705.0,1426.0,,,,37.50336,127.04283,9,0,11,0,4,56,0,24,13,103,12,0,1
역삼프리마빌,APT,200309,EE,103.09,118.47,103.0,287,11.0,14.5,11.0,,,,3530.0,4205.0,3530.0,,,,37.497344,127.039399,13,1,11,2,4,52,2,15,20,98,17,0,2
래미안펜타빌,APT,200711,EE,161.43,185.97,161.0,273,33.9,39.5,35.0,16.9,20.0,17.0,6344.0,7905.0,7186.0,3038.0,3696.0,3491.0,37.500825,127.047588,20,1,18,1,4,46,2,9,13,66,7,0,1
휴먼터치빌(주상복합),APT,199906,EE,37.85,52.4,37.0,477,2.8,4.4,2.8,,,,2502.0,2797.0,2502.0,,,,37.506607,127.033908,6,0,8,0,4,19,0,8,3,45,15,0,0
역삼푸르지오,APT,200601,EE,79.41,104.4,79.0,283,22.0,29.5,22.5,9.45,13.5,10.9,8646.0,9624.0,9415.0,3910.0,4603.0,4561.0,37.497966,127.047479,24,0,18,1,4,11,2,6,14,41,7,0,2
신일유토빌,OPST,200307,EE,60.43,111.84,60.0,623,2.0,4.0,2.0,1.5,4.3,1.5,1102.0,1363.0,1102.0,826.0,1281.0,826.0,37.498782,127.033466,17,1,16,1,4,102,3,23,17,152,18,0,2
역삼래미안,APT,200510,EE,80.66,109.4,80.0,276,21.9,27.5,22.5,9.9,13.0,10.0,7976.0,9504.0,9298.0,3912.0,4339.0,4132.0,37.497838,127.050397,19,0,17,1,4,8,2,6,9,33,7,0,2
역삼2차아이파크,APT,200812,EE,74.98,149.58,106.0,273,19.5,33.0,25.2,11.8,17.0,11.9,6922.0,8815.0,7859.0,3680.0,4522.0,3711.0,37.496869,127.052049,13,0,12,1,3,8,1,5,7,21,7,0,2
강남역두산위브센티움,OPST,200405,EE,53.78,58.57,56.0,705,2.05,2.7,2.25,,,,1279.0,1594.0,1328.0,,,,37.498652,127.033004,20,3,16,1,4,102,2,22,18,153,17,0,2
네스빌,OPST,200404,EE,44.79,44.79,44.0,299,2.05,2.1,2.1,,,,1540.0,1578.0,1578.0,,,,37.495251,127.032505,23,1,8,1,4,73,3,17,19,124,15,0,2
디오빌역삼(주상복합),APT,200206,EE,39.58,112.01,39.0,966,2.9,15.3,3.2,2.7,7.0,2.8,2458.0,4516.0,2712.0,1815.0,3005.0,2373.0,37.501445,127.042887,15,0,15,1,4,54,1,22,13,109,17,0,1
역삼IPARK,APT,200609,EE,36.27,181.03,36.0,273,7.95,37.0,8.4,3.9,18.5,4.5,6210.0,8264.0,7713.0,3140.0,4591.0,4132.0,37.499604,127.047061,21,0,18,1,4,27,2,4,16,65,8,0,2
쎄비앙,APT,200701,EE,116.96,127.36,127.0,249,12.5,14.5,13.0,,,,3254.0,4132.0,3384.0,,,,37.49584,127.042811,23,0,14,1,4,26,1,12,18,61,17,0,2
더포엠역삼,OPST,202309,EE,47.47,59.4,50.0,798,7.9,9.8,9.8,6.5,6.5,,5323.0,6479.0,6479.0,4572.0,4572.0,,37.502628,127.039524,13,1,13,0,4,68,1,26,9,107,18,0,1
래미안그레이튼3차,APT,200912,EE,85.64,172.22,113.0,271,23.4,37.0,26.0,10.5,19.3,13.5,6631.0,9256.0,7606.0,3709.0,4242.0,3949.0,37.496731,127.048307,23,0,16,1,4,11,2,6,14,29,7,0,2
능현(선릉대우디오빌3차),OPST,200403,EE,49.76,52.5,52.0,799,2.2,2.5,2.35,2.1,2.2,2.15,1399.0,1589.0,1494.0,1335.0,1399.0,1367.0,37.503431,127.047759,17,2,13,0,4,55,1,24,11,66,7,0,1
역삼파크빌(도시형),APT,201312,EE,18.82,22.78,18.0,183,1.7,1.8,1.7,,,,2705.0,3122.0,3122.0,,,,37.497893,127.0353,17,1,11,1,4,82,4,23,19,128,18,0,2
역삼칼라,APT,200209,EE,78.63,78.63,78.0,256,6.85,6.85,6.85,,,,2903.0,2903.0,2903.0,,,,37.504611,127.034386,9,1,9,0,4,42,1,9,9,89,17,0,0
요진와이시티미니(도시형),APT,201206,EE,23.1,24.6,24.0,249,1.7,1.85,1.82,1.65,1.8,1.65,2443.0,2630.0,2514.0,2273.0,2587.0,2273.0,37.497559,127.039272,15,1,10,2,4,55,2,15,20,99,17,0,2
역삼EG소울리더(도시형),APT,201211,EE,21.13,39.68,30.0,247,1.73,3.1,2.3,1.8,2.75,,2237.0,3416.0,2534.0,2331.0,2834.0,,37.497152,127.033589,23,2,11,1,4,100,3,19,18,151,18,0,2
강남역우정에쉐르(주상복합),APT,200403,EE,23.63,23.63,23.0,536,2.2,2.2,2.2,,,,3162.0,3162.0,3162.0,,,,37.498457,127.032249,22,3,15,1,4,104,1,25,17,153,17,0,2
프리빌리지(도시형),APT,201711,EE,26.64,66.13,66.0,249,3.75,7.0,7.0,3.2,3.2,,3506.0,4832.0,3506.0,4069.0,4069.0,,37.499907,127.041303,18,1,18,1,4,58,1,19,11,109,17,0,1
개나리래미안,APT,200608,EE,77.59,184.38,109.0,273,24.0,36.0,29.5,11.5,18.0,13.0,5911.0,12665.0,8947.0,2964.0,4937.0,3943.0,37.498452,127.046103,17,0,19,1,4,16,2,8,16,64,10,0,2
대우디오빌플러스,OPST,200405,EE,54.02,59.86,59.0,861,2.6,3.1,2.85,2.3,2.35,2.35,1513.0,1737.0,1597.0,1289.0,1317.0,1317.0,37.497465,127.031086,31,2,11,1,4,111,1,28,15,142,15,0,2
강남루덴스,OPST,202101,EE,61.47,98.34,63.0,799,4.0,8.5,4.25,3.85,4.5,,2099.0,2886.0,2230.0,1845.0,2156.0,,37.498031,127.033261,23,3,15,1,4,106,3,22,19,153,18,0,2
강남역센트럴푸르지오시티,OPST,201503,EE,44.27,63.65,52.0,799,2.65,4.4,3.1,2.7,3.85,2.7,1780.0,2429.0,1971.0,1716.0,2020.0,1716.0,37.497706,127.029001,33,2,9,1,4,115,1,26,13,113,14,0,2
역삼월드메르디앙,APT,200511,EE,102.65,104.5,104.0,232,15.5,17.0,16.5,7.9,8.0,8.0,4927.0,5404.0,5245.0,2511.0,2593.0,2543.0,37.492966,127.038472,8,0,6,2,4,20,2,11,12,30,15,0,1
경남,APT,200205,EE,110.85,112.71,112.0,384,14.9,18.5,14.95,4.5,8.5,8.4,4398.0,5460.0,4413.0,1328.0,2554.0,2479.0,37.500895,127.041695,19,1,15,1,4,61,1,25,12,108,17,0,1
SK허브,OPST,200412,EE,73.87,75.35,73.0,799,3.8,4.2,3.95,3.0,3.0,3.0,1719.0,1902.0,1789.0,1359.0,1359.0,1359.0,37.50345,127.049048,16,2,13,0,4,55,1,21,10,64,7,0,1
동부센트레빌,APT,199804,ES,77.83,110.66,78.0,350,19.5,19.8,19.8,9.0,11.5,9.0,8264.0,8392.0,8392.0,3306.0,3864.0,3814.0,37.50256,127.049364,17,2,14,0,4,54,1,22,11,64,7,0,1
목화밀라트,OPST,200408,ES,51.78,58.52,58.0,978,3.0,3.25,3.2,,,,1710.0,1945.0,1824.0,,,,37.498939,127.029506,34,2,12,1,4,111,1,27,12,128,14,0,2
명인갤러리1차,APT,200209,ES,95.31,95.31,95.0,299,12.0,12.0,12.0,,,,4176.0,4176.0,4176.0,,,,37.498613,127.042584,19,0,18,1,4,32,1,12,20,98,17,0,1
세방하이빌,APT,200301,ES,75.71,120.67,75.0,299,11.95,13.0,12.0,7.5,9.2,7.5,5267.0,5730.0,5289.0,2534.0,3306.0,3306.0,37.497389,127.042791,20,0,15,1,4,32,1,10,19,93,17,0,1
K타워,OPST,201404,ES,39.66,41.24,41.0,732,1.7,2.3,2.15,2.0,2.2,2.0,1441.0,1854.0,1734.0,1613.0,1774.0,1613.0,37.50452,127.044352,7,2,10,0,4,52,0,17,10,73,9,0,1
역삼현대벤쳐텔,OPST,200106,ES,69.32,141.47,86.0,1092,2.3,5.3,2.8,,,,1026.0,1243.0,1076.0,,,,37.501675,127.035668,10,1,12,0,4,78,1,19,10,108,18,0,0
진넥스빌2(주상복합),APT,200304,ES,33.29,42.62,33.0,545,2.05,3.5,2.1,,,,2054.0,2755.0,2104.0,,,,37.501779,127.044005,15,0,15,1,4,58,1,20,12,102,10,0,1
역삼역센트럴푸르지오시티,OPST,201904,ES,42.37,94.79,42.0,792,2.0,6.2,2.29,1.86,2.3,2.07,1574.0,2180.0,1802.0,1464.0,1810.0,1629.0,37.500804,127.040565,20,1,15,0,4,66,1,24,12,109,18,0,1
쌍용플래티넘밸류(주상복합),APT,200701,ES,106.43,146.15,106.0,640,17.0,28.0,17.0,8.2,10.3,8.35,4755.0,6340.0,5302.0,2276.0,2651.0,2604.0,37.495603,127.030341,27,2,8,1,4,86,1,24,16,120,14,0,2
역삼푸르지오시티,OPST,201603,ES,49.84,70.88,49.0,799,2.3,4.4,2.54,3.0,3.0,,1552.0,2238.0,1714.0,1526.0,1526.0,,37.498204,127.03364,18,1,15,1,4,103,3,21,19,150,18,0,2
역삼자이,APT,201606,ES,88.11,151.98,151.0,299,23.0,42.0,34.0,11.4,19.0,19.0,6984.0,9195.0,7443.0,3722.0,4320.0,4160.0,37.500719,127.04443,13,0,18,1,4,47,2,13,15,97,10,0,1
디오빌역삼,OPST,200206,ES,70.23,160.96,70.0,966,2.3,9.7,2.52,4.5,4.5,,1086.0,2149.0,1192.0,1282.0,1282.0,,37.501463,127.042898,15,0,15,1,4,55,1,22,13,104,17,0,1
강남역이스턴(도시형),APT,201406,ES,23,23.77,23.0,687,1.84,2.0,1.85,1.62,1.85,1.85,2645.0,2875.0,2659.0,2328.0,2659.0,2659.0,37.498557,127.033503,18,1,15,1,4,104,2,23,19,152,18,0,2
메이플라워멤버스빌,OPST,200605,ES,40.38,45.79,40.0,707,1.4,1.55,1.45,1.4,1.5,1.4,1102.0,1281.0,1194.0,1102.0,1157.0,1157.0,37.49872,127.034666,19,1,13,1,4,89,4,25,17,136,18,0,2
한화진넥스빌(주상복합),APT,200101,ES,46.78,68.62,58.0,1045,3.1,5.6,4.7,2.95,3.5,3.5,2228.0,3192.0,2679.0,1875.0,1995.0,1995.0,37.502106,127.04436,15,0,15,0,4,54,1,22,13,100,10,0,1
강남서해그랑블(주상복합),APT,201208,ES,77.84,113.16,94.0,370,8.8,15.0,9.0,6.8,7.9,,3165.0,4768.0,3165.0,2234.0,2630.0,,37.493134,127.039216,9,0,7,2,4,18,2,9,13,36,16,0,1
강남센트럴아이파크,APT,202204,ES,79.27,198.6,110.0,299,24.5,72.0,33.0,13.0,30.0,16.0,8624.0,14001.0,9917.0,4339.0,5440.0,4808.0,37.500586,127.045793,19,0,17,1,4,44,2,10,13,77,10,0,1
강남헤븐리치더써밋761,OPST,202104,ES,33.48,33.48,33.0,796,2.35,3.5,2.73,2.5,2.7,2.67,2354.0,3506.0,2730.0,2504.0,2705.0,2680.0,37.506721,127.032831,6,0,8,0,4,22,0,9,3,39,14,0,0
이지마루역삼(주상복합),APT,201811,ES,31.96,34.71,31.0,520,4.7,5.0,4.9,3.75,3.75,3.75,4764.0,5332.0,5225.0,3995.0,3995.0,3995.0,37.502269,127.039118,14,1,14,0,4,72,1,26,12,113,18,0,1
크레신타워2,OPST,200402,ES,47.17,65.08,47.0,808,1.87,2.8,2.0,1.9,1.9,1.9,1315.0,1547.0,1407.0,1336.0,1336.0,1336.0,37.498514,127.031524,30,3,14,1,4,117,1,27,17,153,17,0,2
역삼LG에클라트,OPST,200412,ES,53.43,69.75,55.0,703,1.9,2.9,1.95,2.05,2.4,2.1,1142.0,1389.0,1172.0,1150.0,1279.0,1262.0,37.49838,127.03483,20,1,13,1,4,88,4,24,21,135,18,0,2
개나리푸르지오,APT,200608,ES,79.81,184.22,184.0,275,32.0,39.0,37.0,10.7,19.0,18.0,6558.0,10008.0,6648.0,3234.0,4812.0,3234.0,37.499871,127.049987,16,0,16,1,4,22,2,6,9,59,7,0,2
루트원레지던스,OPST,201212,ES,50.13,50.13,50.0,773,,,,2.7,2.78,2.74,,,,1785.0,1838.0,1812.0,37.504514,127.044623,7,2,10,0,4,54,0,18,10,72,9,0,1
우림루미아트(주상복합),APT,200303,ES,30.29,30.73,30.0,522,2.05,2.8,2.25,2.0,2.1,2.05,2259.0,3085.0,2479.0,2204.0,2314.0,2259.0,37.502193,127.043747,15,0,14,0,4,56,0,22,14,100,10,0,1
경일역삼,APT,200206,ES,94.8,94.8,94.0,265,10.0,10.0,10.0,7.5,7.5,7.5,3517.0,3517.0,3517.0,2638.0,2638.0,2638.0,37.496146,127.042025,20,0,11,1,4,27,2,14,19,66,17,0,2
스톤엘리시온역삼,APT,202101,ES,26.14,39.71,34.0,289,4.35,6.0,5.8,,,,5086.0,5639.0,5639.0,,,,37.495214,127.03929,10,0,8,2,4,33,2,12,17,76,17,0,1
풍림지오빌,APT,200211,ES,82.46,82.68,82.0,299,5.6,6.0,5.65,,,,2258.0,2419.0,2278.0,,,,37.500917,127.029017,29,1,11,0,4,91,0,13,9,129,13,0,2
역삼아르누보씨티(생활숙박시설),OPST,200805,ES,51.85,116.73,51.0,798,2.2,5.7,2.2,,,,1426.0,1705.0,1426.0,,,,37.50336,127.04283,9,0,11,0,4,56,0,24,13,103,12,0,1
래미안펜타빌,APT,200711,ES,161.43,185.97,161.0,273,33.9,39.5,35.0,16.9,20.0,17.0,6344.0,7905.0,7186.0,3038.0,3696.0,3491.0,37.500825,127.047588,20,1,18,1,4,46,2,9,13,66,7,0,1
역삼푸르지오,APT,200601,ES,79.41,104.4,79.0,283,22.0,29.5,22.5,9.45,13.5,10.9,8646.0,9624.0,9415.0,3910.0,4603.0,4561.0,37.497966,127.047479,24,0,18,1,4,11,2,6,14,41,7,0,2
강남라클라쎄,OPST,202308,ES,26.5,26.99,26.0,359,4.49,4.59,4.54,,,,5709.0,5836.0,5772.0,,,,37.495956,127.029853,29,2,8,1,4,95,1,27,14,120,14,0,2
신일유토빌,OPST,200307,ES,60.43,111.84,60.0,623,2.0,4.0,2.0,1.5,4.3,1.5,1102.0,1363.0,1102.0,826.0,1281.0,826.0,37.498782,127.033466,17,1,16,1,4,102,3,23,17,152,18,0,2
역삼래미안,APT,200510,ES,80.66,109.4,80.0,276,21.9,27.5,22.5,9.9,13.0,10.0,7976.0,9504.0,9298.0,3912.0,4339.0,4132.0,37.497838,127.050397,19,0,17,1,4,8,2,6,9,33,7,0,2
디오빌역삼(주상복합),APT,200206,ES,39.58,112.01,39.0,966,2.9,15.3,3.2,2.7,7.0,2.8,2458.0,4516.0,2712.0,1815.0,3005.0,2373.0,37.501445,127.042887,15,0,15,1,4,54,1,22,13,109,17,0,1
역삼IPARK,APT,200609,ES,36.27,181.03,36.0,273,7.95,37.0,8.4,3.9,18.5,4.5,6210.0,8264.0,7713.0,3140.0,4591.0,4132.0,37.499604,127.047061,21,0,18,1,4,27,2,4,16,65,8,0,2
쌍용플래티넘밸류,OPST,200701,ES,86.16,197.52,101.0,640,5.75,15.0,5.8,,,,1898.0,2755.0,1898.0,,,,37.495468,127.030388,27,2,8,1,4,84,2,23,16,119,14,0,2
더포엠역삼,OPST,202309,ES,47.47,59.4,50.0,798,7.9,9.8,9.8,6.5,6.5,,5323.0,6479.0,6479.0,4572.0,4572.0,,37.502628,127.039524,13,1,13,0,4,68,1,26,9,107,18,0,1
래미안그레이튼3차,APT,200912,ES,85.64,172.22,113.0,271,23.4,37.0,26.0,10.5,19.3,13.5,6631.0,9256.0,7606.0,3709.0,4242.0,3949.0,37.496731,127.048307,23,0,16,1,4,11,2,6,14,29,7,0,2
능현(선릉대우디오빌3차),OPST,200403,ES,49.76,52.5,52.0,799,2.2,2.5,2.35,2.1,2.2,2.15,1399.0,1589.0,1494.0,1335.0,1399.0,1367.0,37.503431,127.047759,17,2,13,0,4,55,1,24,11,66,7,0,1
역삼우성빌라트,APT,199609,ES,147.61,147.61,147.0,267,16.9,16.9,16.9,,,,3801.0,3801.0,3801.0,,,,37.494449,127.039086,10,0,8,2,4,27,2,14,14,59,17,0,1
한라클래식,OPST,199910,ES,62.82,125.64,62.0,989,2.55,6.8,2.75,,,,1360.0,1900.0,1466.0,,,,37.497162,127.030385,30,2,10,1,4,111,1,26,14,133,14,0,2
선릉역우정에쉐르멤버스(주상복합),APT,200408,ES,28.83,47.17,47.0,548,2.65,5.7,5.49,3.2,3.45,3.4,3129.0,4009.0,3861.0,2251.0,2427.0,2391.0,37.503138,127.048373,17,2,14,0,4,54,1,20,11,66,7,0,1
K타워(도시형),APT,201404,ES,26.34,26.34,26.0,732,2.1,2.2,2.2,,,,2670.0,2797.0,2797.0,,,,37.504493,127.044318,7,2,10,0,4,52,0,17,10,73,9,0,1
에벤에셀,OPST,200306,ES,30.59,40.61,39.0,527,,,,1.8,1.9,1.8,,,,1488.0,1983.0,1526.0,37.500608,127.039629,19,1,15,0,4,69,1,29,12,113,18,0,1
역삼EG소울리더(도시형),APT,201211,ES,21.13,39.68,30.0,247,1.73,3.1,2.3,1.8,2.75,,2237.0,3416.0,2534.0,2331.0,2834.0,,37.497152,127.033589,23,2,11,1,4,100,3,19,18,151,18,0,2
래미안그레이튼2차,APT,201006,ES,86,154.96,109.0,266,22.5,36.5,28.0,13.5,18.0,13.5,6848.0,9402.0,8492.0,3370.0,4398.0,4094.0,37.4952,127.047241,19,0,14,1,4,11,2,5,11,23,8,0,2
예지인,APT,200807,ES,97.22,97.33,97.0,216,12.0,12.0,12.0,6.5,7.0,6.5,4090.0,4090.0,4090.0,2215.0,2386.0,2215.0,37.496391,127.033045,26,1,9,1,4,97,3,19,18,140,18,0,2
개나리래미안,APT,200608,ES,77.59,184.38,109.0,273,24.0,36.0,29.5,11.5,18.0,13.0,5911.0,12665.0,8947.0,2964.0,4937.0,3943.0,37.498452,127.046103,17,0,19,1,4,16,2,8,16,64,10,0,2
강남루덴스,OPST,202101,ES,61.47,98.34,63.0,799,4.0,8.5,4.25,3.85,4.5,,2099.0,2886.0,2230.0,1845.0,2156.0,,37.498031,127.033261,23,3,15,1,4,106,3,22,19,153,18,0,2
강남역센트럴푸르지오시티,OPST,201503,ES,44.27,63.65,52.0,799,2.65,4.4,3.1,2.7,3.85,2.7,1780.0,2429.0,1971.0,1716.0,2020.0,1716.0,37.497706,127.029001,33,2,9,1,4,115,1,26,13,113,14,0,2
경남,APT,200205,ES,110.85,112.71,112.0,384,14.9,18.5,14.95,4.5,8.5,8.4,4398.0,5460.0,4413.0,1328.0,2554.0,2479.0,37.500895,127.041695,19,1,15,1,4,61,1,25,12,108,17,0,1
대림역삼,APT,199710,WW,78.01,111.09,78.0,325,17.0,21.0,17.0,6.5,10.0,6.58,5778.0,7205.0,7205.0,2651.0,3391.0,2789.0,37.49632,127.04647,20,0,17,1,4,12,2,6,16,43,8,0,2
올림피아,OPST,198812,WW,43.21,75.77,43.0,298,1.8,3.2,1.8,,,,1384.0,1410.0,1384.0,,,,37.496021,127.03297,23,1,9,1,4,90,3,16,19,135,17,0,2
K타워,OPST,201404,WW,39.66,41.24,41.0,732,1.7,2.3,2.15,2.0,2.2,2.0,1441.0,1854.0,1734.0,1613.0,1774.0,1613.0,37.50452,127.044352,7,2,10,0,4,52,0,17,10,73,9,0,1
